Pt(L1742) X         Y         NF(dB)         GAIN(dB)       NFcorr(dB)     Gins(dB)       gams           angle          
1366      3818      6626      9.29743        4.71755        12.737655      -3.9313765     0.78892        25.39813       
1367      3864      6626      9.6091         4.21087        13.070278      -4.4426308     0.78776        22.70524       
1368      3910      6626      10.02087       3.64843        13.49087       -4.9936986     0.78614        19.96399       
1369      3956      6626      10.51302       3.03286        14.004127      -5.6194458     0.78439        17.23806       
1370      4002      6626      10.91571       2.49097        14.422115      -6.1620512     0.78302        14.48692       
1371      4048      6626      11.42983       1.93057        14.946022      -6.7231259     0.78153        11.73275       
1372      4094      6626      11.90615       1.39442        15.430338      -7.2644343     0.7798         9.02813        
1373      4140      6626      12.36639       0.90457        15.893048      -7.7550149     0.77822        6.26922        
1374      4186      6626      12.85645       0.37774        16.396681      -8.285574      0.77702        3.4928         
1375      4232      6626      13.29793       -0.08932       16.844755      -8.7442713     0.77601        0.72255        
1376      4278      6626      13.66468       -0.48965       17.221727      -9.1508856     0.77453        -1.99806       
1377      4324      6626      14.20688       -1.01128       17.762711      -9.6710167     0.77279        -4.749         
1378      4370      6626      14.68783       -1.49697       18.254032      -10.159245     0.77138        -7.50638       
1379      4416      6626      15.03693       -1.86583       18.611734      -10.536435     0.77038        -10.28981      
1380      4462      6626      15.38597       -2.18755       18.964241      -10.86272      0.76941        -13.06614      
1381      4508      6626      15.86677       -2.64378       19.449448      -11.318198     0.76813        -15.83361      
1382      4554      6626      15.97385       -2.80236       19.559116      -11.482455     0.76672        -18.61348      
1383      4600      6626      16.55247       -3.33702       20.152834      -12.023185     0.76562        -21.40938      
1384      4646      6626      16.7559        -3.51932       20.354818      -12.20472      0.76453        -24.16629      
1385      4692      6626      16.92722       -3.72189       20.52832       -12.409009     0.76281        -26.9141       
1386      4738      6626      17.44101       -4.20844       21.047903      -12.893825     0.76104        -29.70507      
1387      4784      6626      17.70196       -4.48094       21.319143      -13.166989     0.75993        -32.49088      
1388      4830      6626      17.77759       -4.58183       21.397455      -13.265877     0.75902        -35.30001      
1389      4876      6626      18.06762       -4.87087       21.700806      -13.557982     0.75798        -38.09182      
1390      4922      6626      18.29332       -5.05507       21.917717      -13.734566     0.7567         -40.88391      
1391      4968      6626      18.62758       -5.38441       22.262842      -14.067038     0.75614        -43.71003      
1392      5014      6626      18.90313       -5.65588       22.549067      -14.339088     0.75581        -46.54806      
1393      5060      6626      18.90454       -5.67648       22.552979      -14.363286     0.75507        -49.33651      
1394      5106      6626      19.22347       -5.99317       22.874678      -14.676227     0.75384        -52.11656      
1395      5152      6626      19.17776       -5.95171       22.820591      -14.630322     0.75271        -54.91822      
1396      5198      6626      19.47026       -6.2282        23.126692      -14.911212     0.75267        -57.78057      
1397      5244      6626      19.72658       -6.4783        23.394022      -15.161308     0.75269        -60.63334      
1398      5290      6626      19.90018       -6.64987       23.574873      -15.336458     0.75214        -63.45772      
1399      5336      6626      20.04145       -6.81747       23.725777      -15.502494     0.75142        -66.30189      
1400      5382      6626      20.22671       -6.99234       23.913826      -15.676634     0.75147        -69.13463      
1401      5428      6626      20.78387       -7.52558       24.486723      -16.213356     0.75152        -71.96732      
1402      5474      6626      20.51161       -7.2679        24.208967      -15.953057     0.75131        -74.78923      
1403      5520      6626      20.55571       -7.28215       24.242325      -15.958272     0.75038        -77.61431      
1404      5566      6626      20.54346       -7.31458       24.234756      -15.981598     0.75018        -80.45608      
1405      5612      6626      20.7946        -7.53439       24.494442      -16.204185     0.75067        -83.32357      
1406      5658      6626      21.05498       -7.82323       24.772623      -16.496023     0.75138        -86.16733      
1407      5704      6626      21.31178       -8.06658       25.035231      -16.732529     0.7512         -89.02463      
1408      5750      6626      21.32329       -8.08552       25.045004      -16.745724     0.75158        -91.87854      
1409      5796      6626      21.7352        -8.47193       25.470062      -17.132566     0.75234        -94.73719      
1410      5842      6626      21.41915       -8.19022       25.149178      -16.84783      0.75309        -97.58266      
1411      5888      6626      21.47712       -8.25502       25.208195      -16.907131     0.75344        -100.46086     
1530      5074      6682      20.01898       -7.08014       24.200874      -16.001854     0.79994        -53.44642      
1531      5117      6682      20.14299       -7.18855       24.327106      -16.110619     0.79867        -56.04265      
1532      5160      6682      20.34439       -7.40077       24.538752      -16.328241     0.79816        -58.66793      
1533      5203      6682      20.92412       -8.00287       25.138216      -16.930855     0.79821        -61.30538      
1534      5246      6682      21.00162       -8.05264       25.221729      -16.97928      0.79778        -63.95192      
1535      5289      6682      20.94712       -8.01122       25.163477      -16.929487     0.79722        -66.53985      
1536      5332      6682      20.61632       -7.69356       24.814386      -16.609062     0.79644        -69.13865      
1537      5375      6682      21.10487       -8.15413       25.313354      -17.058828     0.79608        -71.78762      
1538      5418      6682      21.07532       -8.15445       25.287865      -17.053347     0.79599        -74.41658      
1539      5461      6682      21.49381       -8.57354       25.721277      -17.465824     0.79592        -77.04387      
1540      5504      6682      21.53848       -8.58966       25.762701      -17.491316     0.79562        -79.68305      
1541      5547      6682      21.95614       -9.01867       26.201189      -17.917276     0.79564        -82.3294       
1542      5590      6682      21.9256        -9.01356       26.171598      -17.907433     0.79588        -84.98557      
1543      5633      6682      22.00809       -9.06173       26.255386      -17.953884     0.79619        -87.62018      
1544      5676      6682      21.74897       -8.81298       25.986784      -17.712156     0.79643        -90.26498      
1545      5719      6682      21.74255       -8.7884        25.973768      -17.686413     0.79634        -92.90094      
1546      5762      6682      22.68503       -9.73538       26.951395      -18.62978      0.79615        -95.52509      
1547      5805      6682      22.40731       -9.4653        26.655436      -18.335249     0.79639        -98.16539      
1548      5848      6682      22.77936       -9.84479       27.045969      -18.719133     0.79711        -100.81288     
1549      5891      6682      23.20639       -10.26947      27.504538      -19.176031     0.79739        -103.49043     
